,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_in_house,bedrooms_in_rooms,bedrooms_in_house,population_per_household
17,-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,2,4.052805280528053,0.23859934853420195,0.966996699669967,2.1386138613861387
18,-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,2,5.343675417661098,0.20321572130415363,1.0859188544152745,2.3627684964200477
19,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,2,5.465454545454546,0.19827012641383898,1.0836363636363637,2.5090909090909093
20,-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,2,4.524096385542169,0.24500665778961384,1.108433734939759,2.463855421686747
21,-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,2,4.478142076502732,0.2239170225747407,1.0027322404371584,2.5382513661202184
22,-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,2,5.096234309623431,0.22208538587848933,1.1317991631799162,2.1234309623430963
23,-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,2,5.193846153846154,0.19964454976303317,1.0369230769230768,2.624615384615385
24,-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,2,5.270142180094787,0.19649280575539568,1.0355450236966826,2.3838862559241707
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,2,4.495798319327731,0.22990654205607478,1.0336134453781514,2.6638655462184873
26,-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,2,4.7280334728033475,0.215929203539823,1.0209205020920502,2.5397489539748954
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,2,4.7808564231738035,0.22181243414120128,1.0604534005037782,2.7758186397984885
28,-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,2,4.40169133192389,0.23631123919308358,1.040169133192389,2.3911205073995774
29,-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,2,4.703225806451613,0.2194787379972565,1.032258064516129,2.5483870967741935
30,-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,2,5.068783068783069,0.23329853862212943,1.1825396825396826,2.2830687830687832
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,2,4.882086167800454,0.22340919647004182,1.090702947845805,2.6485260770975056
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,2,5.737313432835821,0.21279916753381894,1.2208955223880598,3.062686567164179
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,2,5.0303951367781155,0.22114803625377644,1.1124620060790273,2.291793313069909
34,-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,2,4.972014925373134,0.2153846153846154,1.0708955223880596,2.3470149253731343
35,-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,2,4.6022727272727275,0.23209876543209876,1.0681818181818181,2.159090909090909
36,-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,2,4.807486631016043,0.24026696329254726,1.1550802139037433,2.6390374331550803
37,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,2,3.7493796526054592,0.25810721376571805,0.967741935483871,2.235732009925558
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,2,4.757281553398058,0.22448979591836735,1.0679611650485437,2.2297734627831716
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,2,3.4942528735632186,0.29399671052631576,1.0272988505747127,1.978448275862069
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,2,4.215189873417722,0.25165165165165165,1.0607594936708862,2.3949367088607594
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,2,3.7590361445783134,0.33226495726495725,1.248995983935743,2.076305220883534
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,2,3.7724867724867726,0.28330995792426367,1.0687830687830688,2.4444444444444446
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,2,4.797979797979798,0.21263157894736842,1.02020202020202,2.3585858585858586
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,2,4.941780821917808,0.21552321552321552,1.0650684931506849,2.26027397260274
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,2,4.335078534031414,0.2536231884057971,1.0994764397905759,1.8795811518324608
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,2,3.700657894736842,0.2862222222222222,1.0592105263157894,2.026315789473684
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,2,3.9802371541501977,0.3098311817279047,1.233201581027668,2.205533596837945
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,2,3.9,0.3125,1.21875,2.64375
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,2,2.6875,0.3964059196617336,1.0653409090909092,1.9886363636363635
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,2,2.045662100456621,0.5055803571428571,1.0342465753424657,1.678082191780822
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,2,4.58968058968059,0.24411134903640258,1.1203931203931203,2.6068796068796067
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,2,4.473611111111111,0.26482458863706926,1.1847222222222222,2.720833333333333
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,2,4.075,0.27975460122699386,1.14,2.905
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,2,5.021459227467811,0.20085470085470086,1.0085836909871244,3.0085836909871246
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,2,4.295454545454546,0.2571428571428571,1.1045454545454545,2.618181818181818
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,2,4.77992277992278,0.23263327948303716,1.111969111969112,2.4015444015444016
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,2,6.102459016393443,0.22498321020819342,1.3729508196721312,2.9836065573770494
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,2,4.5625,0.24585436193222782,1.1217105263157894,3.5328947368421053
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,2,2.7719298245614037,0.2721518987341772,0.7543859649122807,1.6491228070175439
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,2,5.994652406417113,0.18822479928635147,1.1283422459893049,2.962566844919786
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,2,5.869565217391305,0.21481481481481482,1.2608695652173914,3.739130434782609
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,2,6.229508196721311,0.25,1.5573770491803278,3.0901639344262297
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.1909999999999998,76100.0,2,7.69811320754717,0.19362745098039216,1.490566037735849,3.2767295597484276
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,2,6.225563909774436,0.21980676328502416,1.368421052631579,2.9473684210526314
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,2,5.401069518716578,0.20693069306930692,1.1176470588235294,3.229946524064171
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,2,4.382530120481928,0.24329896907216494,1.0662650602409638,2.3734939759036147
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,2,6.98639455782313,0.23758519961051608,1.6598639455782314,3.3469387755102042
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,2,6.975609756097561,0.19055944055944055,1.329268292682927,3.341463414634146
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,2,4.584288052373159,0.22991788646911818,1.0540098199672667,2.983633387888707
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,2,6.047244094488189,0.19791666666666666,1.1968503937007875,3.0866141732283463
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,2,3.375451263537906,0.3176470588235294,1.0722021660649819,2.101083032490975
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,2,5.552631578947368,0.24170616113744076,1.3421052631578947,3.6842105263157894
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,2,1.7142857142857142,0.3333333333333333,0.5714285714285714,2.5714285714285716
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,2,6.2781954887218046,0.19281437125748502,1.2105263157894737,2.180451127819549
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,2,2.8177676537585423,0.3734842360549717,1.0523917995444192,1.7357630979498861
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,2,5.724950884086444,0.1928620452985587,1.1041257367387034,2.4282907662082516
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,2,5.830917874396135,0.20132560066280034,1.173913043478261,3.4830917874396135
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,2,5.369230769230769,0.21432664756446992,1.1507692307692308,3.243076923076923
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,2,4.412903225806452,0.2573099415204678,1.135483870967742,2.2193548387096773
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,2,3.1972318339100347,0.31277056277056275,1.0,2.1072664359861593
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,2,3.75,0.26666666666666666,1.0,3.267857142857143
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,2,3.9080459770114944,0.2852941176470588,1.1149425287356323,2.2988505747126435
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,2,2.490322580645161,0.42487046632124353,1.0580645161290323,2.232258064516129
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,2,5.609467455621302,0.1940928270042194,1.0887573964497042,2.7633136094674557
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,2,6.721739130434782,0.18499353169469598,1.2434782608695651,3.2782608695652176
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,2,2.3157894736842106,0.5125,1.186842105263158,1.5315789473684212
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,2,2.6515151515151514,0.3977142857142857,1.0545454545454545,1.6545454545454545
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,2,2.6923076923076925,0.4,1.0769230769230769,3.2051282051282053
90,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,2,2.74585635359116,0.39436619718309857,1.0828729281767955,2.2099447513812156
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,2,2.4431818181818183,0.4046511627906977,0.9886363636363636,10.272727272727273
92,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,2,2.823529411764706,0.3229166666666667,0.9117647058823529,5.617647058823529
93,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,2,3.493377483443709,0.3289099526066351,1.1490066225165563,2.377483443708609
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,2,3.6723768736616704,0.363265306122449,1.3340471092077089,2.841541755888651
95,-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,2,2.294016358157555,0.4648151623193845,1.066293585880327,1.493327593628928
96,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,2,3.8949152542372882,0.28959965187119235,1.1279661016949152,1.735593220338983
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,2,3.681318681318681,0.3194029850746269,1.1758241758241759,2.21978021978022
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,2,2.9456,0.3449212384573601,1.016,1.6192
99,-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,2,3.7071428571428573,0.29865125240847784,1.1071428571428572,1.8755102040816327
100,-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,2,3.7248,0.30369415807560135,1.1312,1.8432
101,-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,2,3.8784235136940546,0.27609369617636925,1.070808283233133,1.7120908483633934
102,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,2,3.745614035087719,0.28337236533957844,1.0614035087719298,1.706140350877193
103,-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,2,3.5154975530179446,0.3252900232018561,1.1435562805872757,1.4600326264274062
104,-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,2,3.281721632196758,0.3260091977516607,1.0698714365567357,1.5030743432084963
105,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,2,6.184426229508197,0.14910536779324055,0.9221311475409836,2.762295081967213
106,-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,2,4.442982456140351,0.23790720631786771,1.0570175438596492,1.5548245614035088
107,-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,2,4.165876777251185,0.2616609783845279,1.0900473933649288,1.6255924170616114
108,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,2,4.848189415041783,0.21574260270037346,1.0459610027855153,2.011142061281337
109,-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,2,4.160847880299252,0.25621816002397363,1.0660847880299251,1.8952618453865338
110,-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,2,5.628458498023716,0.2029494382022472,1.1422924901185771,2.1739130434782608
111,-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,2,3.7270058708414875,0.28826463638750327,1.0743639921722115,1.7671232876712328
112,-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,2,3.2530813475760065,0.30209648901237685,0.9827444535743632,1.4371405094494658
113,-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,2,4.578034682080925,0.23526936026936027,1.0770712909441233,1.8092485549132948
114,-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,2,3.822274881516588,0.2653440793552387,1.014218009478673,1.599526066350711
115,-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,2,4.3951890034364265,0.22439405785770133,0.9862542955326461,1.8350515463917525
116,-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,2,3.0234798314268514,0.34846674631620866,1.053582179409994,1.5400361228175798
117,-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,2,4.040501446480231,0.2637231503579952,1.0655737704918034,1.7222757955641272
118,-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,2,6.742627345844504,0.15864811133200796,1.0697050938337802,2.6005361930294906
119,-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,2,6.546391752577319,0.14299212598425196,0.9360824742268041,2.263917525773196
120,-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,2,6.851063829787234,0.15760869565217392,1.0797872340425532,2.1117021276595747
121,-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,2,7.1063829787234045,0.16167664670658682,1.148936170212766,2.0851063829787235
122,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,2,6.947890818858561,0.1467857142857143,1.0198511166253101,2.632754342431762
123,-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,2,6.358558558558559,0.16265230943610087,1.0342342342342343,2.120720720720721
124,-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,2,7.11716621253406,0.139739663093415,0.9945504087193461,2.455040871934605
125,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457000000000001,337300.0,2,5.5303347280334725,0.1982220540949499,1.096234309623431,2.1244769874476988
126,-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,2,6.127348643006263,0.16115843270868824,0.9874739039665971,2.152400835073069
127,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,2,5.735343383584589,0.174357476635514,1.0,2.274706867671692
128,-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,2,7.631498470948012,0.13504307753957123,1.0305810397553516,2.470948012232416
129,-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,2,6.446064139941691,0.15649027589326098,1.0087463556851313,2.4606413994169096
130,-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,2,6.125,0.16129032258064516,0.9879032258064516,2.2983870967741935
131,-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,2,8.335051546391753,0.12987012987012986,1.0824742268041236,2.747422680412371
132,-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,2,6.467268623024831,0.16055846422338568,1.0383747178329572,2.419864559819413
133,-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,2,6.6122715404699735,0.15557749259624876,1.0287206266318538,2.1240208877284594
134,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,2,6.978947368421053,0.138763197586727,0.968421052631579,2.4368421052631577
135,-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,2,7.530805687203792,0.14033983637507866,1.0568720379146919,2.5687203791469195
136,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,2,6.657992565055762,0.15131211613623674,1.0074349442379182,2.45724907063197
137,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,2,6.977186311787072,0.1438692098092643,1.0038022813688212,2.414448669201521
138,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,2,6.982954545454546,0.14727420667209112,1.0284090909090908,2.3863636363636362
139,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,2,7.54,0.14164456233421752,1.068,2.53
140,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,2,5.615384615384615,0.13013698630136986,0.7307692307692307,2.423076923076923
141,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,2,6.785714285714286,0.14021052631578948,0.9514285714285714,2.322857142857143
142,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,2,6.957746478873239,0.14709851551956815,1.0234741784037558,2.504694835680751
143,-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,2,5.132246376811594,0.21355453582774445,1.0960144927536233,2.282608695652174
144,-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,2,4.628336755646817,0.23735581188997337,1.0985626283367556,1.9527720739219712
145,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,2,6.200892857142857,0.15262778977681785,0.9464285714285714,2.2767857142857144
146,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,2,6.39935064935065,0.16996448503297817,1.0876623376623376,2.4837662337662336
147,-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,2,4.745652173913044,0.21300961978928082,1.0108695652173914,2.4543478260869565
148,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,2,5.183673469387755,0.20297462817147857,1.0521541950113378,2.433106575963719
149,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,2,5.283495145631068,0.1988239617787578,1.050485436893204,2.3009708737864076
150,-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,2,5.952941176470588,0.1674901185770751,0.9970588235294118,2.223529411764706
151,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,2,5.65067178502879,0.18206521739130435,1.0287907869481765,1.9846449136276392
152,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,2,4.429193899782135,0.23905558288243975,1.0588235294117647,1.7145969498910676
153,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,2,6.727699530516432,0.159804605722261,1.0751173708920188,2.8732394366197185
154,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,2,7.7026315789473685,0.13734198838401093,1.0578947368421052,2.6868421052631577
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,2,8.972868217054264,0.126133909287257,1.1317829457364341,3.3372093023255816
156,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,2,7.599388379204893,0.12595573440643862,0.9571865443425076,2.914373088685015
157,-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,2,5.8203125,0.1597315436241611,0.9296875,2.4765625
158,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.507999999999999,348700.0,2,7.994318181818182,0.1297085998578536,1.0369318181818181,2.4943181818181817
159,-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,2,4.333333333333333,0.26278069756330624,1.1387163561076605,1.9006211180124224
160,-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,2,5.074285714285714,0.1891891891891892,0.96,2.057142857142857
161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,2,4.276639344262295,0.24436990896023,1.0450819672131149,2.4528688524590163
162,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,2,4.851351351351352,0.19976124154397135,0.9691119691119691,2.023166023166023
163,-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,2,4.326639892904953,0.2583539603960396,1.1178045515394912,1.8380187416331994
164,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,2,4.059113300492611,0.25849514563106796,1.0492610837438423,1.6896551724137931
165,-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,2,3.2742382271468142,0.3350253807106599,1.0969529085872576,1.8822714681440442
166,-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,2,3.5617433414043584,0.318830727396329,1.1355932203389831,2.5714285714285716
167,-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,2,3.1927554980595083,0.3500810372771475,1.1177231565329884,1.7270375161707632
168,-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,2,3.804195804195804,0.3014705882352941,1.1468531468531469,2.7296037296037294
169,-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,2,3.882608695652174,0.2945128779395297,1.1434782608695653,3.2065217391304346
170,-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,2,3.2091836734693877,0.2988871224165342,0.9591836734693877,3.7857142857142856
171,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,2,3.6887052341597797,0.29200896191187453,1.0771349862258952,2.9917355371900825
172,-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,2,3.0902394106813995,0.36114421930870083,1.1160220994475138,3.029465930018416
173,-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,2,3.639751552795031,0.27602389078498296,1.0046583850931676,2.6552795031055902
174,-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,2,4.368421052631579,0.2289156626506024,1.0,3.206140350877193
175,-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,2,4.585014409221902,0.23444374607165305,1.07492795389049,3.2219020172910664
176,-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,2,4.7343283582089555,0.2509457755359395,1.1880597014925374,3.002985074626866
